query,k,graph_type,algorithm,success,is_expected_path,visited_count,path_length,time,path,expected_edge_count,preserved_edge_count,missing_edge_count,preserved_edge_rate,missing_edges
비가 오면 왜 체육 수업이 취소되는가,FULL,full,bfs,True,True,8,4,3.390002530068159e-05,비가 온다>땅이 젖는다>운동장이 미끄럽다>체육 수업이 취소된다,3,3,0,1.0,
비가 오면 왜 체육 수업이 취소되는가,FULL,full,dfs,True,True,4,4,1.0499963536858559e-05,비가 온다>땅이 젖는다>운동장이 미끄럽다>체육 수업이 취소된다,3,3,0,1.0,
비가 오면 왜 체육 수업이 취소되는가,2,top_k,bfs,False,False,3,0,9.800074622035027e-06,,3,0,3,0.0,땅이 젖는다->운동장이 미끄럽다|비가 온다->땅이 젖는다|운동장이 미끄럽다->체육 수업이 취소된다
비가 오면 왜 체육 수업이 취소되는가,70,top_k,bfs,True,True,8,4,1.4899997040629387e-05,비가 온다>땅이 젖는다>운동장이 미끄럽다>체육 수업이 취소된다,3,3,0,1.0,
비가 오면 왜 체육 수업이 취소되는가,85,top_k,bfs,True,True,8,4,1.8200022168457508e-05,비가 온다>땅이 젖는다>운동장이 미끄럽다>체육 수업이 취소된다,3,3,0,1.0,
비가 오면 왜 체육 수업이 취소되는가,86,top_k,bfs,True,True,8,4,1.2400094419717789e-05,비가 온다>땅이 젖는다>운동장이 미끄럽다>체육 수업이 취소된다,3,3,0,1.0,
비가 오면 왜 체육 수업이 취소되는가,87,top_k,bfs,True,True,8,4,1.6399892047047615e-05,비가 온다>땅이 젖는다>운동장이 미끄럽다>체육 수업이 취소된다,3,3,0,1.0,
비가 오면 왜 체육 수업이 취소되는가,88,top_k,bfs,True,True,8,4,1.71000137925148e-05,비가 온다>땅이 젖는다>운동장이 미끄럽다>체육 수업이 취소된다,3,3,0,1.0,
비가 오면 왜 체육 수업이 취소되는가,89,top_k,bfs,True,True,8,4,2.7300091460347176e-05,비가 온다>땅이 젖는다>운동장이 미끄럽다>체육 수업이 취소된다,3,3,0,1.0,
비가 오면 왜 체육 수업이 취소되는가,90,top_k,bfs,True,True,8,4,1.2999982573091984e-05,비가 온다>땅이 젖는다>운동장이 미끄럽다>체육 수업이 취소된다,3,3,0,1.0,
비가 오면 왜 체육 수업이 취소되는가,100,top_k,bfs,True,True,8,4,2.189993392676115e-05,비가 온다>땅이 젖는다>운동장이 미끄럽다>체육 수업이 취소된다,3,3,0,1.0,
도로 공사가 시작되면 왜 출근 시간이 길어지는가,FULL,full,bfs,True,True,8,4,1.4499993994832039e-05,도로 공사가 시작된다>차선이 줄어든다>차량 속도가 느려진다>출근 시간이 길어진다,3,3,0,1.0,
도로 공사가 시작되면 왜 출근 시간이 길어지는가,FULL,full,dfs,True,True,4,4,1.0400079190731049e-05,도로 공사가 시작된다>차선이 줄어든다>차량 속도가 느려진다>출근 시간이 길어진다,3,3,0,1.0,
도로 공사가 시작되면 왜 출근 시간이 길어지는가,2,top_k,bfs,False,False,3,0,8.800067007541656e-06,,3,0,3,0.0,도로 공사가 시작된다->차선이 줄어든다|차량 속도가 느려진다->출근 시간이 길어진다|차선이 줄어든다->차량 속도가 느려진다
도로 공사가 시작되면 왜 출근 시간이 길어지는가,70,top_k,bfs,True,True,8,4,1.1300086043775082e-05,도로 공사가 시작된다>차선이 줄어든다>차량 속도가 느려진다>출근 시간이 길어진다,3,3,0,1.0,
도로 공사가 시작되면 왜 출근 시간이 길어지는가,85,top_k,bfs,True,True,8,4,2.0299921743571758e-05,도로 공사가 시작된다>차선이 줄어든다>차량 속도가 느려진다>출근 시간이 길어진다,3,3,0,1.0,
도로 공사가 시작되면 왜 출근 시간이 길어지는가,86,top_k,bfs,True,True,8,4,2.0799925550818443e-05,도로 공사가 시작된다>차선이 줄어든다>차량 속도가 느려진다>출근 시간이 길어진다,3,3,0,1.0,
도로 공사가 시작되면 왜 출근 시간이 길어지는가,87,top_k,bfs,True,True,8,4,1.9200029782950878e-05,도로 공사가 시작된다>차선이 줄어든다>차량 속도가 느려진다>출근 시간이 길어진다,3,3,0,1.0,
도로 공사가 시작되면 왜 출근 시간이 길어지는가,88,top_k,bfs,True,True,8,4,1.3999990187585354e-05,도로 공사가 시작된다>차선이 줄어든다>차량 속도가 느려진다>출근 시간이 길어진다,3,3,0,1.0,
도로 공사가 시작되면 왜 출근 시간이 길어지는가,89,top_k,bfs,True,True,8,4,2.3399945348501205e-05,도로 공사가 시작된다>차선이 줄어든다>차량 속도가 느려진다>출근 시간이 길어진다,3,3,0,1.0,
도로 공사가 시작되면 왜 출근 시간이 길어지는가,90,top_k,bfs,True,True,8,4,1.309998333454132e-05,도로 공사가 시작된다>차선이 줄어든다>차량 속도가 느려진다>출근 시간이 길어진다,3,3,0,1.0,
도로 공사가 시작되면 왜 출근 시간이 길어지는가,100,top_k,bfs,True,True,8,4,1.8999911844730377e-05,도로 공사가 시작된다>차선이 줄어든다>차량 속도가 느려진다>출근 시간이 길어진다,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,FULL,full,bfs,True,True,8,4,1.1800089851021767e-05,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,FULL,full,dfs,True,True,4,4,7.900060154497623e-06,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,2,top_k,bfs,False,False,3,0,7.900060154497623e-06,,3,0,3,0.0,수면 시간이 부족하다->피로가 쌓인다|집중력이 떨어진다->실수가 늘어난다|피로가 쌓인다->집중력이 떨어진다
수면 시간이 부족하면 왜 실수가 늘어나는가,70,top_k,bfs,True,True,8,4,1.1599971912801266e-05,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,85,top_k,bfs,True,True,8,4,1.8600025214254856e-05,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,86,top_k,bfs,True,True,8,4,1.1499971151351929e-05,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,87,top_k,bfs,True,True,8,4,1.850002445280552e-05,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,88,top_k,bfs,True,True,8,4,1.3599987141788006e-05,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,89,top_k,bfs,True,True,8,4,2.0699924789369106e-05,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,90,top_k,bfs,True,True,8,4,1.179997343569994e-05,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,3,3,0,1.0,
수면 시간이 부족하면 왜 실수가 늘어나는가,100,top_k,bfs,True,True,8,4,1.8700025975704193e-05,수면 시간이 부족하다>피로가 쌓인다>집중력이 떨어진다>실수가 늘어난다,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,FULL,full,bfs,True,True,8,4,1.1900090612471104e-05,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,FULL,full,dfs,True,True,4,4,7.400056347250938e-06,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,2,top_k,bfs,False,False,3,0,7.400056347250938e-06,,3,0,3,0.0,감점이 발생한다->과제 점수가 낮아진다|과제 점수가 낮아진다->최종 성적이 하락한다|숙제를 제출하지 않는다->감점이 발생한다
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,70,top_k,bfs,True,True,8,4,1.100008375942707e-05,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,85,top_k,bfs,True,True,8,4,1.8400023691356182e-05,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,86,top_k,bfs,True,True,8,4,1.2299977242946625e-05,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,87,top_k,bfs,True,True,8,4,1.9300030544400215e-05,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,88,top_k,bfs,True,True,8,4,1.2399978004395962e-05,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,89,top_k,bfs,True,True,8,4,2.0200037397444248e-05,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,90,top_k,bfs,True,True,8,4,1.3499986380338669e-05,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,3,3,0,1.0,
숙제를 제출하지 않으면 왜 최종 성적이 하락하는가,100,top_k,bfs,True,True,8,4,1.9600032828748226e-05,숙제를 제출하지 않는다>감점이 발생한다>과제 점수가 낮아진다>최종 성적이 하락한다,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,FULL,full,bfs,True,True,8,4,1.1899974197149277e-05,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,FULL,full,dfs,True,True,4,4,7.500057108700275e-06,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,2,top_k,bfs,False,False,3,0,7.699942216277122e-06,,3,0,3,0.0,서버 메모리가 부족하다->프로세스가 느려진다|응답 시간이 증가한다->사용자 요청이 실패한다|프로세스가 느려진다->응답 시간이 증가한다
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,70,top_k,bfs,True,True,8,4,1.1499971151351929e-05,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,85,top_k,bfs,True,True,8,4,1.7300015315413475e-05,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,86,top_k,bfs,True,True,8,4,1.2399978004395962e-05,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,87,top_k,bfs,True,True,8,4,3.439991269260645e-05,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,88,top_k,bfs,True,True,8,4,1.2499978765845299e-05,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,89,top_k,bfs,True,True,8,4,1.7999904230237007e-05,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,90,top_k,bfs,True,True,8,4,1.3499986380338669e-05,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,3,3,0,1.0,
서버 메모리가 부족하면 왜 사용자 요청이 실패하는가,100,top_k,bfs,True,True,8,4,1.7900019884109497e-05,서버 메모리가 부족하다>프로세스가 느려진다>응답 시간이 증가한다>사용자 요청이 실패한다,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,FULL,full,bfs,True,True,8,4,1.2500095181167126e-05,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,FULL,full,dfs,True,True,4,4,8.600065484642982e-06,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,2,top_k,bfs,False,False,3,0,7.5999414548277855e-06,,3,0,3,0.0,매출이 감소한다->현금 유입이 줄어든다|운영 자금이 부족하다->투자 계획이 연기된다|현금 유입이 줄어든다->운영 자금이 부족하다
매출이 감소하면 왜 투자 계획이 연기되는가,70,top_k,bfs,True,True,8,4,1.1499971151351929e-05,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,85,top_k,bfs,True,True,8,4,5.859998054802418e-05,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,86,top_k,bfs,True,True,8,4,1.4699995517730713e-05,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,87,top_k,bfs,True,True,8,4,2.71000899374485e-05,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,88,top_k,bfs,True,True,8,4,1.4299992471933365e-05,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,89,top_k,bfs,True,True,8,4,2.3300061002373695e-05,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,90,top_k,bfs,True,True,8,4,2.059992402791977e-05,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,3,3,0,1.0,
매출이 감소하면 왜 투자 계획이 연기되는가,100,top_k,bfs,True,True,8,4,2.619996666908264e-05,매출이 감소한다>현금 유입이 줄어든다>운영 자금이 부족하다>투자 계획이 연기된다,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,FULL,full,bfs,True,True,8,4,1.5900004655122757e-05,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,FULL,full,dfs,True,True,4,4,9.999959729611874e-06,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,2,top_k,bfs,False,False,3,0,7.899943739175797e-06,,3,0,3,0.0,불을 세게 한다->팬 온도가 올라간다|재료 겉면이 빨리 익는다->음식이 탈 수 있다|팬 온도가 올라간다->재료 겉면이 빨리 익는다
불을 세게 하면 왜 음식이 탈 수 있는가,70,top_k,bfs,False,False,6,0,9.7999582067132e-06,,3,2,1,0.6666666666666666,팬 온도가 올라간다->재료 겉면이 빨리 익는다
불을 세게 하면 왜 음식이 탈 수 있는가,85,top_k,bfs,True,True,8,4,1.8400023691356182e-05,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,86,top_k,bfs,True,True,8,4,2.3099943064153194e-05,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,87,top_k,bfs,True,True,8,4,1.8600025214254856e-05,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,88,top_k,bfs,True,True,8,4,1.2999982573091984e-05,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,89,top_k,bfs,True,True,8,4,1.859990879893303e-05,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,90,top_k,bfs,True,True,8,4,1.3999990187585354e-05,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,100,top_k,bfs,True,True,8,4,1.8300022929906845e-05,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,FULL,full,bfs,True,True,8,4,1.1299969628453255e-05,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,FULL,full,dfs,True,True,4,4,7.79994297772646e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,2,top_k,bfs,False,False,3,0,8.09994526207447e-06,,3,0,3,0.0,근육 피로가 증가한다->회복 시간이 필요하다|회복 시간이 필요하다->다음 경기력이 떨어진다|훈련 강도가 높다->근육 피로가 증가한다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,70,top_k,bfs,False,False,6,0,1.0999967344105244e-05,,3,2,1,0.6666666666666666,근육 피로가 증가한다->회복 시간이 필요하다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,85,top_k,bfs,True,True,8,4,1.8300022929906845e-05,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,86,top_k,bfs,True,True,8,4,1.6400008462369442e-05,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,87,top_k,bfs,True,True,8,4,1.8000020645558834e-05,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,88,top_k,bfs,True,True,8,4,1.3499986380338669e-05,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,89,top_k,bfs,True,True,8,4,1.7700018361210823e-05,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,90,top_k,bfs,True,True,8,4,1.550000160932541e-05,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,100,top_k,bfs,True,True,8,4,1.7900019884109497e-05,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,3,3,0,1.0,
복습을 하지 않으면 왜 시험 시간이 부족한가,FULL,full,bfs,True,True,8,4,1.2299977242946625e-05,복습을 하지 않는다>기억이 약해진다>문제 풀이 속도가 느려진다>시험 시간이 부족하다,3,3,0,1.0,
복습을 하지 않으면 왜 시험 시간이 부족한가,FULL,full,dfs,True,True,4,4,7.5999414548277855e-06,복습을 하지 않는다>기억이 약해진다>문제 풀이 속도가 느려진다>시험 시간이 부족하다,3,3,0,1.0,
복습을 하지 않으면 왜 시험 시간이 부족한가,2,top_k,bfs,False,False,3,0,7.4999406933784485e-06,,3,0,3,0.0,기억이 약해진다->문제 풀이 속도가 느려진다|문제 풀이 속도가 느려진다->시험 시간이 부족하다|복습을 하지 않는다->기억이 약해진다
복습을 하지 않으면 왜 시험 시간이 부족한가,70,top_k,bfs,False,False,6,0,1.2299977242946625e-05,,3,2,1,0.6666666666666666,기억이 약해진다->문제 풀이 속도가 느려진다
복습을 하지 않으면 왜 시험 시간이 부족한가,85,top_k,bfs,True,True,8,4,1.7400016076862812e-05,복습을 하지 않는다>기억이 약해진다>문제 풀이 속도가 느려진다>시험 시간이 부족하다,3,3,0,1.0,
복습을 하지 않으면 왜 시험 시간이 부족한가,86,top_k,bfs,True,True,8,4,1.3699987903237343e-05,복습을 하지 않는다>기억이 약해진다>문제 풀이 속도가 느려진다>시험 시간이 부족하다,3,3,0,1.0,
복습을 하지 않으면 왜 시험 시간이 부족한가,87,top_k,bfs,True,True,8,4,1.8200022168457508e-05,복습을 하지 않는다>기억이 약해진다>문제 풀이 속도가 느려진다>시험 시간이 부족하다,3,3,0,1.0,
복습을 하지 않으면 왜 시험 시간이 부족한가,88,top_k,bfs,True,True,8,4,1.3599987141788006e-05,복습을 하지 않는다>기억이 약해진다>문제 풀이 속도가 느려진다>시험 시간이 부족하다,3,3,0,1.0,
복습을 하지 않으면 왜 시험 시간이 부족한가,89,top_k,bfs,True,True,8,4,1.8600025214254856e-05,복습을 하지 않는다>기억이 약해진다>문제 풀이 속도가 느려진다>시험 시간이 부족하다,3,3,0,1.0,
복습을 하지 않으면 왜 시험 시간이 부족한가,90,top_k,bfs,True,True,8,4,2.5699962861835957e-05,복습을 하지 않는다>기억이 약해진다>문제 풀이 속도가 느려진다>시험 시간이 부족하다,3,3,0,1.0,
복습을 하지 않으면 왜 시험 시간이 부족한가,100,top_k,bfs,True,True,8,4,1.850002445280552e-05,복습을 하지 않는다>기억이 약해진다>문제 풀이 속도가 느려진다>시험 시간이 부족하다,3,3,0,1.0,
비밀번호가 유출되면 왜 피해 신고가 필요한가,FULL,full,bfs,True,True,8,4,1.2399978004395962e-05,비밀번호가 유출된다>계정 접근이 가능하다>개인정보가 노출된다>피해 신고가 필요하다,3,3,0,1.0,
비밀번호가 유출되면 왜 피해 신고가 필요한가,FULL,full,dfs,True,True,4,4,7.5999414548277855e-06,비밀번호가 유출된다>계정 접근이 가능하다>개인정보가 노출된다>피해 신고가 필요하다,3,3,0,1.0,
비밀번호가 유출되면 왜 피해 신고가 필요한가,2,top_k,bfs,False,False,3,0,1.309998333454132e-05,,3,0,3,0.0,개인정보가 노출된다->피해 신고가 필요하다|계정 접근이 가능하다->개인정보가 노출된다|비밀번호가 유출된다->계정 접근이 가능하다
비밀번호가 유출되면 왜 피해 신고가 필요한가,70,top_k,bfs,False,False,6,0,1.5199999324977398e-05,,3,2,1,0.6666666666666666,계정 접근이 가능하다->개인정보가 노출된다
비밀번호가 유출되면 왜 피해 신고가 필요한가,85,top_k,bfs,False,False,6,0,1.170008908957243e-05,,3,2,1,0.6666666666666666,계정 접근이 가능하다->개인정보가 노출된다
비밀번호가 유출되면 왜 피해 신고가 필요한가,86,top_k,bfs,False,False,6,0,1.5700003132224083e-05,,3,2,1,0.6666666666666666,계정 접근이 가능하다->개인정보가 노출된다
비밀번호가 유출되면 왜 피해 신고가 필요한가,87,top_k,bfs,False,False,6,0,1.2899981811642647e-05,,3,2,1,0.6666666666666666,계정 접근이 가능하다->개인정보가 노출된다
비밀번호가 유출되면 왜 피해 신고가 필요한가,88,top_k,bfs,True,True,8,4,2.1700048819184303e-05,비밀번호가 유출된다>계정 접근이 가능하다>개인정보가 노출된다>피해 신고가 필요하다,3,3,0,1.0,
비밀번호가 유출되면 왜 피해 신고가 필요한가,89,top_k,bfs,True,True,8,4,1.2999982573091984e-05,비밀번호가 유출된다>계정 접근이 가능하다>개인정보가 노출된다>피해 신고가 필요하다,3,3,0,1.0,
비밀번호가 유출되면 왜 피해 신고가 필요한가,90,top_k,bfs,True,True,8,4,2.280005719512701e-05,비밀번호가 유출된다>계정 접근이 가능하다>개인정보가 노출된다>피해 신고가 필요하다,3,3,0,1.0,
비밀번호가 유출되면 왜 피해 신고가 필요한가,100,top_k,bfs,True,True,8,4,1.2899981811642647e-05,비밀번호가 유출된다>계정 접근이 가능하다>개인정보가 노출된다>피해 신고가 필요하다,3,3,0,1.0,
