query,k,graph_type,retriever_type,algorithm,success,is_expected_path,visited_count,path_length,time,path,selected_edge_count,expected_edge_count,preserved_edge_count,missing_edge_count,preserved_edge_rate,missing_edges
불을 세게 하면 왜 음식이 탈 수 있는가,84,top_k,naive_top_k,bfs,True,True,8,4,7.667999994964703e-06,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,84,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,84,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.917000004908914e-06,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,88,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,85,top_k,naive_top_k,bfs,True,True,8,4,7.646999989674441e-06,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,85,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,85,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.96700001615136e-06,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,88,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,86,top_k,naive_top_k,bfs,True,True,8,4,6.427999977631771e-06,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,86,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,86,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.851999981767221e-06,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,89,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,87,top_k,naive_top_k,bfs,True,True,8,4,6.556000016644248e-06,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,87,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,87,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.465699999580465e-05,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,90,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,88,top_k,naive_top_k,bfs,True,True,8,4,6.900000016685226e-06,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,88,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,88,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.339000009347728e-06,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,90,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,89,top_k,naive_top_k,bfs,True,True,8,4,8.305000022801323e-06,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,89,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,89,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.849000016018181e-06,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,90,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,90,top_k,naive_top_k,bfs,True,True,8,4,7.747999973162223e-06,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,90,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,90,top_k_expansion,top_k_expansion,bfs,True,True,8,4,1.4808000003085908e-05,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,90,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,95,top_k,naive_top_k,bfs,True,True,8,4,7.589000006191782e-06,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,90,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,95,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.982999991578254e-06,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,90,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,100,top_k,naive_top_k,bfs,True,True,8,4,7.743999987042116e-06,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,90,3,3,0,1.0,
불을 세게 하면 왜 음식이 탈 수 있는가,100,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.296000006817849e-06,불을 세게 한다>팬 온도가 올라간다>재료 겉면이 빨리 익는다>음식이 탈 수 있다,90,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,FULL,full,full,bfs,True,True,8,4,8.613999995077393e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,90,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,2,top_k,naive_top_k,bfs,False,False,3,0,4.590999992615252e-06,,2,3,0,3,0.0,근육 피로가 증가한다->회복 시간이 필요하다|회복 시간이 필요하다->다음 경기력이 떨어진다|훈련 강도가 높다->근육 피로가 증가한다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,2,top_k_expansion,top_k_expansion,bfs,False,False,6,0,5.922000013924844e-06,,7,3,1,2,0.3333333333333333,근육 피로가 증가한다->회복 시간이 필요하다|회복 시간이 필요하다->다음 경기력이 떨어진다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,3,top_k,naive_top_k,bfs,False,False,4,0,5.031999990023905e-06,,3,3,0,3,0.0,근육 피로가 증가한다->회복 시간이 필요하다|회복 시간이 필요하다->다음 경기력이 떨어진다|훈련 강도가 높다->근육 피로가 증가한다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,3,top_k_expansion,top_k_expansion,bfs,False,False,6,0,4.5950000071570685e-06,,7,3,1,2,0.3333333333333333,근육 피로가 증가한다->회복 시간이 필요하다|회복 시간이 필요하다->다음 경기력이 떨어진다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,4,top_k,naive_top_k,bfs,False,False,5,0,6.512999988217416e-06,,4,3,0,3,0.0,근육 피로가 증가한다->회복 시간이 필요하다|회복 시간이 필요하다->다음 경기력이 떨어진다|훈련 강도가 높다->근육 피로가 증가한다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,4,top_k_expansion,top_k_expansion,bfs,False,False,6,0,5.68799998745817e-06,,7,3,1,2,0.3333333333333333,근육 피로가 증가한다->회복 시간이 필요하다|회복 시간이 필요하다->다음 경기력이 떨어진다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,5,top_k,naive_top_k,bfs,False,False,6,0,5.205999997315303e-06,,5,3,1,2,0.3333333333333333,근육 피로가 증가한다->회복 시간이 필요하다|회복 시간이 필요하다->다음 경기력이 떨어진다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,5,top_k_expansion,top_k_expansion,bfs,False,False,7,0,6.271999978935128e-06,,8,3,2,1,0.6666666666666666,회복 시간이 필요하다->다음 경기력이 떨어진다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,6,top_k,naive_top_k,bfs,False,False,6,0,4.914000015787678e-06,,6,3,2,1,0.6666666666666666,근육 피로가 증가한다->회복 시간이 필요하다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,6,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.6309999908753525e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,9,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,7,top_k,naive_top_k,bfs,False,False,6,0,5.1049999854058115e-06,,7,3,2,1,0.6666666666666666,근육 피로가 증가한다->회복 시간이 필요하다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,7,top_k_expansion,top_k_expansion,bfs,True,True,8,4,5.830999981526475e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,9,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,8,top_k,naive_top_k,bfs,False,False,6,0,5.851999986816736e-06,,8,3,2,1,0.6666666666666666,근육 피로가 증가한다->회복 시간이 필요하다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,8,top_k_expansion,top_k_expansion,bfs,True,True,8,4,9.000999995123493e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,9,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,9,top_k,naive_top_k,bfs,False,False,6,0,6.287999980258974e-06,,9,3,2,1,0.6666666666666666,근육 피로가 증가한다->회복 시간이 필요하다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,9,top_k_expansion,top_k_expansion,bfs,True,True,8,4,5.998999995426857e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,16,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,10,top_k,naive_top_k,bfs,False,False,6,0,5.165999994005688e-06,,10,3,2,1,0.6666666666666666,근육 피로가 증가한다->회복 시간이 필요하다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,10,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.587000001445631e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,19,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,15,top_k,naive_top_k,bfs,False,False,6,0,5.090000001928274e-06,,15,3,2,1,0.6666666666666666,근육 피로가 증가한다->회복 시간이 필요하다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,15,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.535000008829229e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,26,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,20,top_k,naive_top_k,bfs,False,False,6,0,4.828000015777434e-06,,20,3,2,1,0.6666666666666666,근육 피로가 증가한다->회복 시간이 필요하다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,20,top_k_expansion,top_k_expansion,bfs,True,True,8,4,5.774999976893014e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,39,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,30,top_k,naive_top_k,bfs,False,False,6,0,6.319000021903776e-06,,30,3,2,1,0.6666666666666666,근육 피로가 증가한다->회복 시간이 필요하다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,30,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.820000010065996e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,46,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,40,top_k,naive_top_k,bfs,False,False,6,0,9.41499999385087e-06,,40,3,2,1,0.6666666666666666,근육 피로가 증가한다->회복 시간이 필요하다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,40,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.132999996883882e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,67,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,60,top_k,naive_top_k,bfs,False,False,6,0,5.332000000635162e-06,,60,3,2,1,0.6666666666666666,근육 피로가 증가한다->회복 시간이 필요하다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,60,top_k_expansion,top_k_expansion,bfs,True,True,8,4,1.025800000320487e-05,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,79,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,70,top_k,naive_top_k,bfs,False,False,6,0,5.186999999295949e-06,,70,3,2,1,0.6666666666666666,근육 피로가 증가한다->회복 시간이 필요하다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,70,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.245999995575403e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,83,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,75,top_k,naive_top_k,bfs,False,False,6,0,6.116999998084793e-06,,75,3,2,1,0.6666666666666666,근육 피로가 증가한다->회복 시간이 필요하다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,75,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.632999995621503e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,85,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,78,top_k,naive_top_k,bfs,False,False,6,0,5.748999996058046e-06,,78,3,2,1,0.6666666666666666,근육 피로가 증가한다->회복 시간이 필요하다
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,78,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.332999987535004e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,86,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,80,top_k,naive_top_k,bfs,True,True,8,4,7.1929999876374495e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,80,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,80,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.324999986873081e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,86,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,82,top_k,naive_top_k,bfs,True,True,8,4,7.3809999889817846e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,82,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,82,top_k_expansion,top_k_expansion,bfs,True,True,8,4,5.617999988771771e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,88,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,84,top_k,naive_top_k,bfs,True,True,8,4,7.384000014099001e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,84,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,84,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.7070000113744754e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,88,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,85,top_k,naive_top_k,bfs,True,True,8,4,7.586999998920874e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,85,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,85,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.173000002718254e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,88,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,86,top_k,naive_top_k,bfs,True,True,8,4,6.522000006725648e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,86,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,86,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.951999978355161e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,89,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,87,top_k,naive_top_k,bfs,True,True,8,4,6.043000013278288e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,87,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,87,top_k_expansion,top_k_expansion,bfs,True,True,8,4,8.140999995021048e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,90,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,88,top_k,naive_top_k,bfs,True,True,8,4,6.798999976354025e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,88,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,88,top_k_expansion,top_k_expansion,bfs,True,True,8,4,7.196000012754666e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,90,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,89,top_k,naive_top_k,bfs,True,True,8,4,5.9250000106203515e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,89,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,89,top_k_expansion,top_k_expansion,bfs,True,True,8,4,6.165000002056331e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,90,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,90,top_k,naive_top_k,bfs,True,True,8,4,8.398000005627182e-06,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,90,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,90,top_k_expansion,top_k_expansion,bfs,True,True,8,4,2.840599998421567e-05,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,90,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,95,top_k,naive_top_k,bfs,True,True,8,4,1.1885999981586792e-05,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,90,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,95,top_k_expansion,top_k_expansion,bfs,True,True,8,4,1.1940000007371054e-05,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,90,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,100,top_k,naive_top_k,bfs,True,True,8,4,1.142100001061408e-05,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,90,3,3,0,1.0,
훈련 강도가 높으면 왜 다음 경기력이 떨어지는가,100,top_k_expansion,top_k_expansion,bfs,True,True,8,4,1.2370000007422277e-05,훈련 강도가 높다>근육 피로가 증가한다>회복 시간이 필요하다>다음 경기력이 떨어진다,90,3,3,0,1.0,
복습을 하지 않으면 왜 시험 시간이 부족한가,FULL,full,full,bfs,True,True,8,4,1.1744000005364796e-05,복습을 하지 않는다>기억이 약해진다>문제 풀이 속도가 느려진다>시험 시간이 부족하다,90,3,3,0,1.0,
복습을 하지 않으면 왜 시험 시간이 부족한가,2,top_k,naive_top_k,bfs,False,False,3,0,7.549999992306766e-06,,2,3,0,3,0.0,기억이 약해진다->문제 풀이 속도가 느려진다|문제 풀이 속도가 느려진다->시험 시간이 부족하다|복습을 하지 않는다->기억이 약해진다
복습을 하지 않으면 왜 시험 시간이 부족한가,2,top_k_expansion,top_k_expansion,bfs,False,False,6,0,6.124000009322117e-06,,7,3,1,2,0.3333333333333333,기억이 약해진다->문제 풀이 속도가 느려진다|문제 풀이 속도가 느려진다->시험 시간이 부족하다
복습을 하지 않으면 왜 시험 시간이 부족한가,3,top_k,naive_top_k,bfs,False,False,4,0,3.8070000130119297e-06,,3,3,0,3,0.0,기억이 약해진다->문제 풀이 속도가 느려진다|문제 풀이 속도가 느려진다->시험 시간이 부족하다|복습을 하지 않는다->기억이 약해진다
복습을 하지 않으면 왜 시험 시간이 부족한가,3,top_k_expansion,top_k_expansion,bfs,False,False,6,0,4.369999999198626e-06,,7,3,1,2,0.3333333333333333,기억이 약해진다->문제 풀이 속도가 느려진다|문제 풀이 속도가 느려진다->시험 시간이 부족하다
복습을 하지 않으면 왜 시험 시간이 부족한가,4,top_k,naive_top_k,bfs,False,False,5,0,4.521999983353453e-06,,4,3,0,3,0.0,기억이 약해진다->문제 풀이 속도가 느려진다|문제 풀이 속도가 느려진다->시험 시간이 부족하다|복습을 하지 않는다->기억이 약해진다
복습을 하지 않으면 왜 시험 시간이 부족한가,4,top_k_expansion,top_k_expansion,bfs,False,False,6,0,6.214999984877068e-06,,7,3,1,2,0.3333333333333333,기억이 약해진다->문제 풀이 속도가 느려진다|문제 풀이 속도가 느려진다->시험 시간이 부족하다
복습을 하지 않으면 왜 시험 시간이 부족한가,5,top_k,naive_top_k,bfs,False,False,6,0,4.485000005161055e-06,,5,3,1,2,0.3333333333333333,기억이 약해진다->문제 풀이 속도가 느려진다|문제 풀이 속도가 느려진다->시험 시간이 부족하다
복습을 하지 않으면 왜 시험 시간이 부족한가,5,top_k_expansion,top_k_expansion,bfs,False,False,7,0,6.1110000046937785e-06,,8,3,2,1,0.6666666666666666,문제 풀이 속도가 느려진다->시험 시간이 부족하다
복습을 하지 않으면 왜 시험 시간이 부족한가,6,top_k,naive_top_k,bfs,False,False,6,0,4.670999999234482e-06,,6,3,2,1,0.6666666666666666,기억이 약해진다->문제 풀이 속도가 느려진다
복습을 하지 않으면 왜 시험 시간이 부족한가,6,top_k_expansion,top_k_expansion,bfs,True,True,8,4,5.188999978145148e-06,복습을 하지 않는다>기억이 약해진다>문제 풀이 속도가 느려진다>시험 시간이 부족하다,9,3,3,0,1.0,
복습을 하지 않으면 왜 시험 시간이 부족한가,7,top_k,naive_top_k,bfs,False,False,6,0,4.288000013730198e-06,,7,3,2,1,0.6666666666666666,기억이 약해진다->문제 풀이 속도가 느려진다
복습을 하지 않으면 왜 시험 시간이 부족한가,7,top_k_expansion,top_k_expansion,bfs,True,True,8,4,1.0575999993989171e-05,복습을 하지 않는다>기억이 약해진다>문제 풀이 속도가 느려진다>시험 시간이 부족하다,9,3,3,0,1.0,
복습을 하지 않으면 왜 시험 시간이 부족한가,8,top_k,naive_top_k,bfs,False,False,6,0,9.696000006442773e-06,,8,3,2,1,0.6666666666666666,기억이 약해진다->문제 풀이 속도가 느려진다
복습을 하지 않으면 왜 시험 시간이 부족한가,8,top_k_expansion,top_k_expansion,bfs,True,True,8,4,1.012199999195218e-05,복습을 하지 않는다>기억이 약해진다>문제 풀이 속도가 느려진다>시험 시간이 부족하다,9,3,3,0,1.0,
복습을 하지 않으면 왜 시험 시간이 부족한가,9,top_k,naive_top_k,bfs,False,False,6,0,3.27770000012606e-05,,9,3,2,1,0.6666666666666666,기억이 약해진다->문제 풀이 속도가 느려진다
복습을 하지 않으면 왜 시험 시간이 부족한가,9,top_k_expansion,top_k_expansion,bfs,True,True,8,4,1.1365999995405218e-05,복습을 하지 않는다>기억이 약해진다>문제 풀이 속도가 느려진다>시험 시간이 부족하다,16,3,3,0,1.0,
복습을 하지 않으면 왜 시험 시간이 부족한가,10,top_k,naive_top_k,bfs,False,False,6,0,9.648000002471235e-06,,10,3,2,1,0.6666666666666666,기억이 약해진다->문제 풀이 속도가 느려진다
